id,y
0.0,73.40142530364578
1.0,74.9621026158364
2.0,70.77753066859572
3.0,72.81400268544257
4.0,74.61936814240846
5.0,65.0837873407708
6.0,72.6159984031303
7.0,65.1890049172565
8.0,75.4505607238489
9.0,71.76310457514103
10.0,65.16000063104492
11.0,67.33563920617142
12.0,68.72514277682792
13.0,75.6627853063681
14.0,72.88999015764215
15.0,76.21404619310823
16.0,62.01760999411826
17.0,74.4573551300997
18.0,72.57752703113333
19.0,69.51621382972094
20.0,70.31954561525897
21.0,71.47167435187106
22.0,71.20056400793142
23.0,75.78718857953432
24.0,71.61825300371575
25.0,59.23646733070899
26.0,63.26946978424658
27.0,68.76499443043522
28.0,73.36427313587286
29.0,65.51778548202992
30.0,66.49630434022195
31.0,72.8617149775748
32.0,72.00033217684307
33.0,69.69267175279946
34.0,73.97506383616567
35.0,66.34568267151184
36.0,73.96942471990141
37.0,69.79793271257182
38.0,63.88944583037408
39.0,70.13718520675657
40.0,72.66548497667704
41.0,73.99286235452732
42.0,69.54561950931853
43.0,70.4346553425893
44.0,70.65327085082059
45.0,73.22623693904521
46.0,68.56948180339532
47.0,74.69302258528697
48.0,67.02407292606735
49.0,71.23454640183817
50.0,71.01989910319686
51.0,72.25679435417317
52.0,67.85669360541185
53.0,73.35035584129501
54.0,70.80610616538318
55.0,72.9863918355734
56.0,74.30739077473834
57.0,67.86891102792627
58.0,72.87076482302868
59.0,71.67408763746771
60.0,69.25266922324815
61.0,73.22572888722937
62.0,67.67309920371434
63.0,72.97843950166158
64.0,67.57811495070345
65.0,73.9295120346567
66.0,74.28108587787759
67.0,67.03249300275
68.0,72.21971472337987
69.0,69.38522199698149
70.0,68.55898826575343
71.0,66.57345148736437
72.0,71.15525518445973
73.0,72.59432875731136
74.0,71.20284822055045
75.0,72.94255457229588
76.0,73.24677053424325
77.0,71.71410605333534
78.0,69.71635599284745
79.0,67.71597355045411
80.0,66.49159153194245
81.0,73.95085276031593
82.0,71.72468037689082
83.0,72.92265089425261
84.0,70.71403334923656
85.0,69.63427612550308
86.0,74.69439402320381
