id,y
0.0,66.5935855968769
1.0,71.17467643778659
2.0,83.02381685014444
3.0,72.3034689445518
4.0,76.01540475539326
5.0,77.16454054937294
6.0,61.73460268473579
7.0,67.59266707746312
8.0,70.97482784720798
9.0,61.63977942337877
10.0,75.74219035999394
11.0,65.27187649265129
12.0,55.85859975045415
13.0,74.14015057504658
14.0,65.77684377454096
15.0,66.0746680146628
16.0,76.87465383394543
17.0,63.22097560505683
18.0,73.83362862701551
19.0,74.27497395779102
20.0,77.93015787925358
21.0,64.42089662042575
22.0,81.89002089519937
23.0,70.04872674002122
24.0,81.15639467576719
25.0,78.03748065078565
26.0,76.24874861578076
27.0,62.647954019662045
28.0,73.99841904344296
29.0,79.33168058956264
30.0,65.34888940607092
31.0,66.18087134616384
32.0,78.71687867364429
33.0,72.38650081355375
34.0,66.32683844621333
35.0,72.83430270633345
36.0,76.92078345991015
37.0,78.5474016629249
38.0,63.667479151434186
39.0,71.78808582370127
40.0,72.40639995561042
41.0,63.05004260970357
42.0,80.46860672722853
43.0,65.13401767531084
44.0,68.17622491335938
45.0,61.5655981858346
46.0,76.52910474542854
47.0,70.39594021947819
48.0,75.42025907655739
49.0,54.94269642049329
50.0,59.36206628405336
51.0,58.11546528658387
52.0,66.28068185013923
53.0,82.40453320833822
54.0,77.14562905331601
55.0,74.55864659015813
56.0,70.08232795026507
57.0,70.83376649601001
58.0,78.18913284377824
59.0,64.43696766663491
60.0,75.03770657392525
61.0,59.25171012746245
62.0,58.09657559034562
63.0,63.99610185089781
64.0,62.84148370318909
65.0,74.68179572690138
66.0,76.20446709448879
67.0,77.07293389769852
68.0,61.267503604075365
69.0,69.03706333315148
70.0,69.79868554054336
71.0,78.01767002458223
72.0,78.31406516729514
73.0,78.27555446155984
74.0,57.84229101804894
75.0,82.06874720133851
76.0,76.45062413668836
77.0,74.38786157577455
78.0,81.65416588887297
79.0,61.08180416265299
80.0,57.35457187576926
81.0,75.2040398058732
82.0,61.00244601598703
83.0,75.12905262289618
84.0,64.24989876032443
85.0,65.15801654276844
86.0,66.03123635111668
87.0,62.78271204813051
88.0,62.87198582134967
89.0,79.23353538992735
90.0,65.01537781862467
91.0,73.8514218265254
92.0,83.12568528799565
93.0,71.46271198616998
94.0,83.2378999403716
95.0,77.23332123703433
96.0,73.12499920132136
97.0,72.21904903105857
98.0,78.1610195186528
99.0,60.67890708398476
100.0,77.58295725947683
101.0,73.00426900506565
102.0,68.84073208306594
103.0,68.56278256283426
104.0,65.65498850282845
105.0,57.14298155383951
106.0,83.53513359542048
107.0,70.21665119153612
108.0,76.51886596709177
109.0,65.64224611330826
110.0,76.14509739564556
111.0,71.5918525312014
112.0,76.7447837699685
113.0,77.46768122986825
114.0,64.61784741147585
115.0,57.649579270670365
116.0,65.10027961615674
117.0,78.97114472069548
118.0,77.7445142444649
119.0,63.59427595881361
120.0,61.731103391451384
121.0,61.92560085905848
