id,y
0.0,70.08051366482806
1.0,72.74065654035961
2.0,68.00904033987385
3.0,70.84154408593592
4.0,74.815809144988
5.0,68.82761307855904
6.0,75.93873253814617
7.0,73.841359758644
8.0,74.59535853833574
9.0,72.65404029273209
10.0,72.11901248688204
11.0,73.18515520383659
12.0,76.45979263593051
13.0,73.05506116180679
14.0,72.7986487657012
15.0,73.37374553967194
16.0,69.57545333275549
17.0,72.39750963452578
18.0,71.36528051181409
19.0,72.1545362795056
20.0,72.09083846986242
21.0,72.18217255458295
22.0,63.133183064573096
23.0,68.6880833921293
24.0,65.41789401203971
25.0,69.29787864918715
26.0,72.33321442920251
27.0,73.52387657465009
28.0,67.10364717352388
29.0,66.3517616586218
30.0,72.72018872982703
31.0,69.21918344492835
32.0,75.5533916984553
33.0,73.11132620179163
34.0,72.1618404120397
35.0,74.53795945323228
36.0,67.52526175244746
37.0,64.84183550755392
38.0,74.7319314740495
39.0,62.10388622799526
40.0,71.20197213145143
41.0,73.21213602990473
42.0,68.30728453827977
43.0,71.24212591024923
44.0,71.95947287972274
45.0,74.88293426991007
46.0,67.45607109668934
47.0,73.90202390558039
48.0,72.89196041888306
49.0,68.97016602077953
50.0,79.53812820937975
51.0,72.13693465336537
52.0,74.36339743793503
53.0,67.97614227063265
54.0,66.50929678984954
55.0,67.22743374856164
56.0,73.00985312728216
57.0,67.6360252434335
58.0,67.71776012183997
59.0,72.25141909701904
60.0,67.3258293168521
61.0,73.91223492322086
62.0,72.44018393797892
63.0,73.47808083120356
64.0,68.13125327911207
65.0,72.32141924395484
66.0,70.84437490960033
67.0,71.21773113115728
68.0,74.25331530706963
69.0,73.7558884198498
70.0,74.93495681768569
71.0,68.81860630402566
72.0,68.79281063672718
73.0,73.9346404091604
74.0,70.58635653892539
75.0,69.22611744090989
76.0,70.31152335251875
77.0,66.9555001369754
78.0,71.11831191059204
79.0,71.09509112623464
80.0,73.67187018545128
81.0,66.87924781964917
82.0,70.96623139886195
83.0,68.7241329440929
84.0,74.25947654460228
85.0,68.67001492702097
86.0,74.90633376299897
87.0,73.00008972338605
88.0,73.86444231240907
89.0,68.57855612285982
90.0,71.24256989805977
91.0,70.34938234184669
92.0,68.54864925806216
93.0,71.36485008675851
94.0,68.49837569589823
95.0,71.49467836094242
